Estimation_point,Date,Year,Road_Segment_Type,Lat,Long,Proj Lat,Proj Long,Region,Day Volume,AADT,AAWDT,Tom Tom Day,Tom Tom AADT,Tom Tom AAWDT,Pen Rate Day,Pen Rate AADT,Pen Rate AAWDT,Road Class,Road Class FID,Speed,Speed Limit FID,Lanes,Lane Number FID,descriptio,Aggregate,CensusDivision,Population2021,PopPerSqKm2021,Employment_rate,Employment_Count,Removed?,Note
1006022,10/20/2022,2022,Midblock,53.428277,-113.599574,5932889.717,27164.5497,SouthWest,3393.0,3142.862445,2959.472131,380.0,388.8175225,425.397296,11.20%,12.37%,14.37%,Collector,32788,40,5393,2,6955,Small Scale Flex Residential,Residential,Division No. 11,6706,3101.8,68.6,5160.0,0,
1006019,10/20/2022,2022,Midblock,53.440058,-113.618275,5936242.169,37102.7845,SouthWest,7315.0,8715.38958,8434.715002,1457.0,1429.669958,1487.988956,19.92%,16.40%,17.64%,Collector,31523,40,330,4,32823,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,1789,5776.6,71.6,1285.0,0,
1011488,10/20/2022,2022,Midblock,53.454613,-113.59815,5932431.146,38207.64,SouthWest,1918.0,1872.685071,1774.699621,221.0,228.1870397,235.6011136,11.52%,12.19%,13.28%,Collector,21315,40,8428,2,3136,Small Scale Residential,Residential,Division No. 11,637,992.2,57.0,535.0,0,
1007611,10/25/2022,2022,Midblock,53.558888,-113.513972,5922674.571,39561.4513,NorthWest,21386.0,22734.99571,21246.54193,2957.0,3119.600738,3235.611648,13.83%,13.72%,15.23%,Minor Arterial,21504,60,5823,3,33368,Parks and Services,Others,Division No. 11,596,2121.0,61.2,490.0,0,
1006205,10/25/2022,2022,Midblock,53.55142,-113.514541,5923698.771,36250.754,Downtown,20465.0,19447.89368,21127.92855,2928.0,3403.887631,3457.064634,14.31%,17.50%,16.36%,Minor Arterial,7415,50,1585,4,24424,Mixed Use,Others,Division No. 11,643,9969.0,53.3,610.0,0,
1007623,10/26/2022,2022,Midblock,53.56883,-113.497418,5929151.5,32887.0322,NorthWest,19443.0,19992.2698,19598.1989,2887.0,3097.48672,3073.187836,14.85%,15.49%,15.68%,Minor Arterial,6695,50,9092,4,32829,Urban Institution,Others,Division No. 11,435,1520.4,52.6,380.0,0,
1013660,11/1/2022,2022,Midblock,53.524154,-113.542081,5935042.643,35977.0008,Downtown,22507.0,23221.74716,25271.66548,3902.0,4366.223197,4607.181667,17.34%,18.80%,18.23%,Minor Arterial,23565,60,11394,2,12562,River Valley,Others,Division No. 11,418,187.4,54.4,340.0,0,
1013450,11/1/2022,2022,Midblock,53.599532,-113.47787,5943415.273,36865.8025,NorthEast,27116.0,27537.07134,29930.49188,2583.0,3106.493702,3119.062372,9.53%,11.28%,10.42%,Minor Arterial,7852,60,8884,2,21665,Small Scale Residential,Residential,Division No. 11,617,2588.1,41.4,435.0,0,
1012607,11/1/2022,2022,Midblock,53.484232,-113.646922,5945994.194,31646.7141,NorthWest,13831.0,15083.8848,14096.3471,1791.5,2070.528237,2089.917262,12.95%,13.73%,14.83%,Minor Arterial,28952,60,16312,2,7835,Public Utility,Others,Division No. 11,478,1910.5,50.0,380.0,0,
1012666,11/1/2022,2022,Midblock,53.549095,-113.590369,5941794.757,29201.3325,NorthWest,14764.0,16101.40086,15047.24667,1657.0,1626.676053,1720.486399,11.22%,10.10%,11.43%,Minor Arterial,9984,50,2306,3,24855,Medium Scale Residential,Residential,Division No. 11,552,3830.7,46.6,515.0,0,
1013447,11/1/2022,2022,Midblock,53.588622,-113.516551,5932230.481,26917.5205,NorthWest,9487.0,10346.38241,9669.007659,1166.0,1233.376233,1275.720528,12.29%,11.92%,13.19%,Minor Arterial,7722,50,4603,3,19520,Small Scale Residential,Residential,Division No. 11,630,1988.0,46.5,505.0,0,
1013704,11/1/2022,2022,Midblock,53.481396,-113.505393,5934525.559,38540.249,SouthWest,88038.0,87469.7899,90812.47734,14913.0,16024.63111,16657.58612,16.94%,18.32%,18.34%,Major Arterial,19945,80,13613,3,9171,Medium Scale Residential,Residential,Division No. 11,686,2922.9,57.0,500.0,0,
1013706,11/1/2022,2022,Midblock,53.512181,-113.643286,5936814.922,36676.4342,NorthWest,62176.0,65160.43936,63799.25747,10153.0,11294.28727,11466.11072,16.33%,17.33%,17.97%,Major Arterial,23546,80,13613,3,10257,Small Scale Residential,Residential,Division No. 11,961,1429.4,60.1,840.0,0,
1013770,11/1/2022,2022,Midblock,53.567693,-113.640186,5936331.297,30812.1683,NorthWest,17301.0,17990.17598,17607.53532,2128.0,1955.551725,2315.745148,12.30%,10.87%,13.15%,Minor Arterial,27369,60,3930,3,13792,Medium Industrial,Industrial,Division No. 11,141,14.9,,,0,
1016346,11/2/2022,2022,Midblock,53.591042,-113.515082,5926919.811,34858.9523,NorthWest,403.0,451.7131975,422.1396613,10.0,10.68848577,10.91608471,2.48%,2.37%,2.59%,Local,14375,40,16218,2,26976,Urban Facilities,Others,Division No. 11,470,693.8,59.1,330.0,0,
1012652,11/8/2022,2022,Midblock,53.519448,-113.583747,5943251.244,39724.8408,NorthWest,14678.0,16007.61053,14959.59676,1974.0,2233.595009,2264.201891,13.45%,13.95%,15.14%,Minor Arterial,5573,60,13063,2,18812,Parks and Services,Others,Division No. 11,365,2479.6,53.5,355.0,0,
1012785,11/8/2022,2022,Midblock,53.519446,-113.580911,5934802.06,29407.058,NorthWest,14962.0,16317.33674,15249.04529,2027.0,2304.414813,2341.459576,13.55%,14.12%,15.35%,Minor Arterial,20882,60,13063,2,18810,Medium Scale Residential,Residential,Division No. 11,469,3000.6,53.9,380.0,0,
1012659,11/8/2022,2022,Midblock,53.400757,-113.534642,5934135.415,28952.6612,SouthWest,2120.0,2188.416154,2295.794252,227.0,247.1050892,255.5022165,10.71%,11.29%,11.13%,Collector,28732,40,15547,2,9931,Small Scale Flex Residential,Residential,Division No. 11,4525,6149.8,71.8,3260.0,0,
1012647,11/8/2022,2022,Midblock,53.498898,-113.603885,5941919.981,42779.8234,NorthWest,1074.0,1186.11953,1164.270691,110.0,143.0687899,139.4107275,10.24%,12.06%,11.97%,Collector,4196,30,4317,4,15333,Parks and Services,Others,Division No. 11,559,1271.9,56.5,460.0,0,
1012625,11/9/2022,2022,Midblock,53.549345,-113.445355,5934668.064,25460.7433,Downtown,9737.0,9854.073886,10713.89318,1274.0,1398.525095,1478.365901,13.08%,14.19%,13.80%,Minor Arterial,5328,50,8514,4,15824,Medium Scale Residential,Residential,Division No. 11,643,1387.9,49.6,595.0,0,
1012645,11/9/2022,2022,Midblock,53.476482,-113.475861,5931590.017,25512.5584,SouthEast,1400.0,1455.610289,1735.826159,134.0,139.1027115,168.1621674,9.57%,9.56%,9.69%,Local,13070,50,14408,2,29656,Medium Industrial,Industrial,Division No. 11,52,7.8,,,0,
1012624,11/9/2022,2022,Midblock,53.55438,-113.424271,5933824.103,25510.442,SouthEast,441.0,473.8732645,564.3459796,16.0,24.06403378,23.91801292,3.63%,5.08%,4.24%,Local,4941,30,6784,2,2119,Small Scale Residential,Residential,Division No. 11,481,1605.5,69.5,410.0,0,
1013129,11/9/2022,2022,Midblock,53.606187,-113.452425,5930292.912,29979.4467,NorthEast,5292.0,5477.808039,5946.24187,429.0,578.7319959,604.9149126,8.11%,10.57%,10.17%,Collector,9562,50,6840,2,28594,Medium Scale Residential,Residential,Division No. 11,501,2845.0,51.4,360.0,0,
1016366,11/16/2022,2022,Midblock,53.584803,-113.477098,5926960.03,37141.7074,NorthEast,8801.0,8838.359095,9548.376441,765.0,947.5883814,1014.62939,8.69%,10.72%,10.63%,Minor Arterial,6798,60,9164,4,25610,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,544,1377.9,54.3,460.0,0,
1016370,11/16/2022,2022,Midblock,53.584773,-113.483682,5925190.611,37684.2309,NorthEast,8323.0,8358.330047,9029.784923,704.0,905.860005,968.1099945,8.46%,10.84%,10.72%,Minor Arterial,7729,60,9164,4,32910,General Commercial,Commercial,Division No. 11,499,2461.8,53.4,365.0,0,
1016615,11/16/2022,2022,Midblock,53.592258,-113.435082,5925193.087,37470.3701,NorthEast,3351.0,3365.224557,3635.565215,252.0,329.1189911,348.5659666,7.52%,9.78%,9.59%,Collector,10097,50,12821,3,29449,Small Scale Residential,Residential,Division No. 11,470,3094.1,38.6,415.0,0,
1016360,11/16/2022,2022,Midblock,53.584967,-113.535622,5940852.048,25049.5937,NorthWest,10578.0,11856.63078,11080.38049,1060.0,1273.697132,1323.983056,10.02%,10.74%,11.95%,Minor Arterial,18750,50,17309,3,25419,Small Scale Residential,Residential,Division No. 11,567,1933.8,40.4,495.0,0,
1016396,11/16/2022,2022,Midblock,53.639652,-113.501154,5922357.492,34455.9014,NorthWest,5699.0,6387.874721,5969.662357,697.0,849.6791422,837.0437518,12.23%,13.30%,14.02%,Collector,19365,50,1629,2,27920,Small Scale Residential,Residential,Division No. 11,351,2341.6,39.1,320.0,0,
1016810,11/16/2022,2022,Midblock,53.572292,-113.530607,5924944.985,25843.3904,NorthWest,16717.0,18737.69112,17510.93975,2588.0,2560.663731,2733.619366,15.48%,13.67%,15.61%,Minor Arterial,22376,60,340,2,31829,General Commercial,Commercial,Division No. 11,0,0.0,,,0,
1016816,11/16/2022,2022,Midblock,53.604621,-113.39613,5938815.629,37729.345,NorthEast,6925.0,6846.0248,7431.465924,686.0,829.578729,817.3169639,9.91%,12.12%,11.00%,Collector,27496,30,2125,4,18274,Parks and Services,Others,Division No. 11,976,2580.0,66.0,765.0,0,
1023782,11/17/2022,2022,Midblock,53.528205,-113.590329,5928229.154,38618.1067,NorthWest,11159.0,11439.78278,10690.82341,1159.0,957.2429275,1024.595225,10.39%,8.37%,9.58%,Minor Arterial,8966,50,2306,4,25321,Small Scale Residential,Residential,Division No. 11,488,2540.3,59.3,455.0,0,
1016639,11/17/2022,2022,Midblock,53.557721,-113.440059,5928564.22,38614.7083,SouthEast,52866.0,54965.92396,65566.61591,7519.0,9505.517134,9667.32959,14.22%,17.29%,14.74%,Minor Arterial,22523,80,3468,3,13466,River Valley,Others,Division No. 11,670,759.3,42.9,525.0,0,
1016640,11/17/2022,2022,Midblock,53.523398,-113.423851,5928299.114,37841.6525,SouthEast,9859.0,10250.6156,12227.54258,1265.0,1385.755215,1481.691502,12.83%,13.52%,12.12%,Minor Arterial,22553,60,2010,2,10997,Small Scale Residential,Residential,Division No. 11,347,2644.8,56.3,320.0,0,
1016687,11/17/2022,2022,Midblock,53.43563,-113.404666,5926577.659,37378.7979,SouthEast,69786.0,72558.01403,86551.5049,12685.0,18088.55726,18459.51753,18.18%,24.93%,21.33%,Major Arterial,30033,100,16604,2,694,Agriculture Zone,Agriculture,Division No. 11,1521,208.9,79.0,1025.0,0,
1016651,11/17/2022,2022,Midblock,53.445071,-113.454366,5926524.774,37169.6115,SouthEast,1620.0,1637.596583,1949.588982,117.0,126.5831478,130.8062617,7.22%,7.73%,6.71%,Collector,3420,30,13313,3,20774,Parks and Services,Others,Division No. 11,808,2425.7,56.4,745.0,0,
1016644,11/17/2022,2022,Midblock,53.494288,-113.504423,5926451.489,37319.4803,SouthWest,3823.0,3196.040358,3338.119351,568.0,478.4354525,486.0177962,14.86%,14.97%,14.56%,Collector,49946,30,486,2,20977,Small Scale Residential,Residential,Division No. 11,695,2484.8,48.8,645.0,0,
1016676,11/17/2022,2022,Midblock,53.547021,-113.457186,5926725.612,37255.2165,Downtown,5710.0,6116.011153,6665.527677,639.0,785.7435692,814.962014,11.19%,12.85%,12.23%,Minor Arterial,7315,50,14855,2,11076,River Valley,Others,Division No. 11,472,719.4,59.3,405.0,0,
1019480,11/22/2022,2022,Midblock,53.622191,-113.442788,5925598.521,37499.4136,NorthEast,16614.0,16871.99082,18338.44196,1990.0,2415.634243,2436.670711,11.98%,14.32%,13.29%,Minor Arterial,23964,60,1026,2,22999,Agriculture Zone,Agriculture,Division No. 11,439,2282.9,50.0,320.0,0,
1017472,11/22/2022,2022,Midblock,53.645705,-113.521407,5925623.31,37619.2682,NorthWest,54529.0,59468.52393,55575.13636,10026.0,11453.23293,11935.23665,18.39%,19.26%,21.48%,Major Arterial,28163,100,14225,2,28853,Agriculture Zone,Agriculture,Division No. 11,553,709.3,81.9,415.0,0,
1019484,11/22/2022,2022,Midblock,53.608113,-113.558781,5925760.676,37510.0772,NorthWest,3129.0,3412.441295,3189.029722,219.0,259.3608888,266.1598301,7.00%,7.60%,8.35%,Collector,24210,30,13766,2,14596,Parks and Services,Others,Division No. 11,3634,2733.6,63.8,2900.0,0,
1017474,11/22/2022,2022,Midblock,53.63953,-113.410771,5934927.635,32521.9816,NorthEast,58297.0,59726.52261,64775.19992,9561.0,11845.91265,12427.87217,16.40%,19.83%,19.19%,Major Arterial,28111,100,14225,2,28857,Agriculture Zone,Agriculture,Division No. 11,2683,1691.3,75.8,1985.0,0,
1019408,11/23/2022,2022,Midblock,53.522294,-113.594111,5934844.22,32584.5515,NorthWest,7555.0,8468.221358,7913.809283,779.0,647.379868,695.5996359,10.31%,7.64%,8.79%,Minor Arterial,18592,50,4468,2,26012,Mixed Use,Others,Division No. 11,857,2552.1,38.5,805.0,0,
1019376,11/23/2022,2022,Midblock,53.542193,-113.418578,5935081.157,34462.3473,SouthEast,16879.0,17549.46148,20927.86409,1933.0,2499.507243,2616.982495,11.45%,14.24%,12.50%,Minor Arterial,7750,50,8970,3,14637,Public Utility,Others,Division No. 11,820,2904.7,63.8,705.0,0,
400024,11/23/2022,2022,Estimation,53.5628974,-113.4464258,5935169.537,34432.4927,NorthEast,18504.0,18582.54706,20075.35027,2288.0,2743.655641,2777.209521,12.36%,14.76%,13.83%,Minor Arterial,22559,50,7618,3,15445,Medium Scale Residential,Residential,Division No. 11,487,1556.4,63.4,410.0,0,
102766,11/23/2022,2022,Estimation,53.5631645,-113.4450769,5940881.602,38171.3036,NorthEast,18444.0,18522.29237,20010.25509,2105.0,2654.25714,2664.432341,11.41%,14.33%,13.32%,Minor Arterial,7638,50,7618,3,19504,Medium Scale Residential,Residential,Division No. 11,487,1556.4,63.4,410.0,0,
104526,11/23/2022,2022,Estimation,53.570332,-113.5320143,5936403.914,32570.4798,NorthWest,28329.0,31753.30812,29674.42796,3951.0,4465.042283,4625.489771,13.95%,14.06%,15.59%,Minor Arterial,22790,50,17078,3,23393,Mixed Use,Others,Division No. 11,655,2409.0,62.4,585.0,0,
102648,11/23/2022,2022,Estimation,53.5589286,-113.534982,5936502.577,32643.5469,NorthWest,24204.0,27129.69288,25353.51951,3226.0,3612.665923,3778.563235,13.33%,13.32%,14.90%,Minor Arterial,8152,50,3815,2,21101,Mixed Use,Others,Division No. 11,686,4352.8,55.8,565.0,0,
113135,11/23/2022,2022,Estimation,53.5580792,-113.5359173,5936639.899,32448.5916,NorthWest,12021.0,13474.05545,12591.91282,1707.0,1484.066926,1527.292366,14.20%,11.01%,12.13%,Minor Arterial,21346,40,5040,4,25302,Medium Scale Residential,Residential,Division No. 11,414,4981.9,62.7,375.0,0,
113137,11/23/2022,2022,Estimation,53.5596657,-113.5359713,5940819.179,38309.932,NorthWest,10070.0,11287.22555,10548.25406,1449.0,1024.081627,1044.036041,14.39%,9.07%,9.90%,Minor Arterial,6492,40,5040,4,25493,Medium Scale Residential,Residential,Division No. 11,686,4352.8,55.8,565.0,0,
1019530,11/24/2022,2022,Midblock,53.474108,-113.474957,5926064.573,36485.9333,SouthEast,4795.0,4985.46524,5946.958789,572.0,668.3036478,742.7555119,11.93%,13.41%,12.49%,Collector,9488,50,710,3,11595,Business Employment,Commercial,Division No. 11,52,7.8,,,0,
1023786,12/1/2022,2022,Midblock,53.531693,-113.462453,5926957.085,39385.0072,Downtown,2076.0,2171.188123,2368.686086,265.0,340.0886983,346.4592781,12.76%,15.66%,14.63%,Collector,9697,30,998,3,12937,Parks and Services,Others,Division No. 11,657,2162.6,63.2,585.0,0,
415980,12/1/2022,2022,Estimation,53.6193133,-113.3987978,5927027.929,36490.7926,NorthEast,7048.0,7555.080839,8247.293741,292.0,697.8278964,668.3103924,4.14%,9.24%,8.10%,Local,11084,40,11321,2,6147,Direct Development Control Provision,Direct Control Provisions,Division No. 11,20,5.7,,,0,
435163,12/1/2022,2022,Estimation,53.6205082,-113.3995982,5925173.545,28124.9395,NorthEast,22850.0,24493.98371,26738.17565,3102.5,3936.92895,4023.971412,13.58%,16.07%,15.05%,Major Arterial,28772,70,3207,3,22028,Direct Development Control Provision,Direct Control Provisions,Division No. 11,2372,4263.1,65.9,1905.0,0,
1025814,12/15/2022,2022,Midblock,53.545268,-113.556331,5932111.672,36137.3973,NorthWest,664.0,685.1413745,640.2853611,109.0,107.8543768,111.5632714,16.42%,15.74%,17.42%,Collector,3660,40,8441,2,25080,Small Scale Residential,Residential,Division No. 11,462,2158.9,70.4,355.0,0,
1025818,12/15/2022,2022,Midblock,53.539303,-113.563248,5928125.98,40998.3438,NorthWest,1323.0,1365.123552,1275.749297,139.0,86.84196558,95.51389603,10.51%,6.36%,7.49%,Local,15268,40,16679,2,26871,Small Scale Residential,Residential,Division No. 11,480,625.6,64.4,365.0,0,
1061528,4/18/2023,2023,Midblock,53.608306,-113.353611,5944132.556,33770.9605,NorthEast,62275.0,57375.54976,64779.39972,10838.0,11987.02848,12531.33198,17.40%,20.89%,19.34%,Major Arterial,35462,100,16276,3,20484,Agriculture Zone,Agriculture,Division No. 11,1125,1240.2,63.9,915.0,0,
1060214,4/19/2023,2023,Midblock,53.54427,-113.615879,5940113.551,35271.1352,NorthWest,25692.0,23526.71897,24172.92248,3662.0,3830.376245,3954.797592,14.25%,16.28%,16.36%,Minor Arterial,28603,60,14654,4,29546,Business Employment,Commercial,Division No. 11,141,14.9,,,0,
1060218,4/19/2023,2023,Midblock,53.516609,-113.615348,5940069.969,35242.878,NorthWest,29833.0,27318.72206,28069.07972,4453.0,5059.180494,4972.782164,14.93%,18.52%,17.72%,Minor Arterial,19909,60,17187,3,26000,Small Scale Residential,Residential,Division No. 11,1032,3556.2,51.5,845.0,0,
1060220,4/19/2023,2023,Midblock,53.536684,-113.615198,5943945.628,33610.4767,NorthWest,43382.0,39725.83382,40816.97505,6087.0,6692.452976,6722.990722,14.03%,16.85%,16.47%,Minor Arterial,25726,60,16356,3,23579,Small Scale Residential,Residential,Division No. 11,568,735.0,51.6,320.0,0,
1060213,4/19/2023,2023,Midblock,53.504718,-113.548127,5944341.228,33610.9265,SouthWest,35288.0,34025.98495,36038.04659,6459.0,7030.162477,7097.996295,18.30%,20.66%,19.70%,Minor Arterial,36718,70,4004,2,15479,River Valley,Others,Division No. 11,638,246.8,63.3,395.0,0,
515348,4/26/2023,2023,Estimation,53.4743134,-113.4405713,5944133.793,33445.522,SouthEast,5557.0,5447.021129,6479.210188,563.0,699.5290255,751.467252,10.13%,12.84%,11.60%,Collector,33834,40,3831,2,32228,Small Scale Residential,Residential,Division No. 11,760,3944.0,56.1,570.0,0,
511354,4/26/2023,2023,Estimation,53.4583756,-113.4326123,5937715.367,24899.9983,SouthEast,7603.0,7452.528639,8864.753474,995.0,1133.816579,1198.732747,13.09%,15.21%,13.52%,Collector,19748,40,8206,2,32113,Site Specific Development Control Provision,Direct Control Provisions,Division No. 11,645,1363.1,51.2,420.0,0,
511360,4/26/2023,2023,Estimation,53.4584131,-113.4358318,5927222.639,42312.7914,SouthEast,8443.0,8275.904156,9844.15541,529.0,636.3877119,661.6164919,6.27%,7.69%,6.72%,Minor Arterial,19819,50,4138,2,32118,Urban Facilities,Others,Division No. 11,1049,6039.1,31.3,655.0,0,
1063548,4/27/2023,2023,Midblock,53.599857,-113.621586,5926576.567,41910.4567,NorthWest,9107.0,7919.97009,8137.506264,1353.0,1209.885868,1281.049408,14.86%,15.28%,15.74%,Minor Arterial,30876,60,10021,3,30801,Agriculture Zone,Agriculture,Division No. 11,134,7.3,52.0,125.0,0,
1063576,4/27/2023,2023,Midblock,53.433139,-113.481527,5926945.592,41905.0385,SouthEast,18756.0,18165.93239,21598.01192,2969.0,3544.034011,3488.080206,15.83%,19.51%,16.15%,Minor Arterial,27069,60,8406,2,31285,Agriculture Zone,Agriculture,Division No. 11,20,3.9,,,0,
1063554,4/27/2023,2023,Midblock,53.456882,-113.610907,5926795.836,41879.4924,SouthWest,90844.0,83318.34458,88245.21575,18383.0,18555.72336,18907.04303,20.24%,22.27%,21.43%,Major Arterial,26780,100,1029,2,8594,Agriculture Zone,Agriculture,Division No. 11,952,425.7,65.2,820.0,0,
1072212,5/2/2023,2023,Midblock,53.5808,-113.430293,5926795.767,42006.0901,NorthEast,53319.0,46916.33065,51157.37899,8250.0,8453.27341,0.0,15.47%,18.02%,0.00%,Major Arterial,5297,80,8018,4,32863,Business Employment,Commercial,Division No. 11,502,618.6,49.4,435.0,0,
1072217,5/2/2023,2023,Midblock,53.581837,-113.514192,5926122.28,41908.1495,NorthWest,62183.0,57216.72998,58788.29003,9354.0,8994.661935,0.0,15.04%,15.72%,0.00%,Major Arterial,22360,70,4731,3,21937,Alternative Jurisdiction,Others,Division No. 11,0,0.0,,,0,
1072192,5/2/2023,2023,Midblock,53.485611,-113.418179,5923905.473,41920.5988,SouthEast,35565.0,36106.17167,42895.57666,4753.0,5538.452307,5736.597834,13.36%,15.34%,13.37%,Minor Arterial,20460,60,1558,2,31706,Parks and Services,Others,Division No. 11,555,342.0,56.8,405.0,0,
1072199,5/2/2023,2023,Midblock,53.488622,-113.418189,5923921.017,41925.2383,SouthEast,37134.0,37699.04622,44787.97536,5430.0,6026.520274,6561.560576,14.62%,15.99%,14.65%,Minor Arterial,27429,60,1558,2,31663,General Commercial,Commercial,Division No. 11,48,3.4,0.0,40.0,0,
1072185,5/2/2023,2023,Midblock,53.486296,-113.429868,5921971.194,38670.4132,SouthEast,79470.0,71162.47538,84693.18155,12885.0,14408.80619,15194.06021,16.21%,20.25%,17.94%,Major Arterial,20368,80,10544,3,16379,River Valley,Others,Division No. 11,555,342.0,56.8,405.0,0,
514280,5/2/2023,2023,Estimation,53.4708608,-113.4370459,5930769.803,31495.7952,SouthEast,1684.0,1709.624437,2031.102239,102.0,92.15115047,96.9736512,6.06%,5.39%,4.77%,Collector,9478,40,11251,2,29421,Small Scale Residential,Residential,Division No. 11,623,3624.2,46.7,535.0,0,
514292,5/2/2023,2023,Estimation,53.4704004,-113.4402025,5930706.74,31589.8832,SouthEast,1990.0,2020.280659,2400.17426,89.0,102.2377755,103.158493,4.47%,5.06%,4.30%,Collector,10333,40,11251,2,29181,Small-Medium Scale Transition Residential,Residential,Division No. 11,760,3944.0,56.1,570.0,0,
536767,5/2/2023,2023,Estimation,53.4697313,-113.4379542,5930607.331,31319.6754,SouthEast,18046.0,18320.59536,21765.60035,2504.0,3015.430919,3161.733304,13.88%,16.46%,14.53%,Minor Arterial,5686,60,483,2,32277,Small Scale Residential,Residential,Division No. 11,706,2887.5,54.3,635.0,0,
536771,5/2/2023,2023,Estimation,53.472199,-113.4388895,5930498.751,31639.6049,SouthEast,18540.0,18822.11227,22361.42251,2562.0,3091.008674,3246.050022,13.82%,16.42%,14.52%,Minor Arterial,19917,60,483,2,32284,Small Scale Residential,Residential,Division No. 11,760,3944.0,56.1,570.0,0,
512012,5/2/2023,2023,Estimation,53.4620541,-113.4353462,5939198.682,27205.2632,SouthEast,1900.0,1928.911182,2291.623666,142.0,191.2910053,194.0909272,7.47%,9.92%,8.47%,Collector,3545,40,3544,2,28939,Small Scale Residential,Residential,Division No. 11,1049,6039.1,31.3,655.0,0,
512004,5/2/2023,2023,Estimation,53.4622683,-113.4335386,5939206.994,26997.9688,SouthEast,3643.0,3698.433387,4393.886849,406.0,481.4597091,542.4752547,11.14%,13.02%,12.35%,Collector,9410,40,3544,2,28943,Urban Facilities,Others,Division No. 11,645,1363.1,51.2,420.0,0,
536763,5/2/2023,2023,Estimation,53.4635104,-113.4351663,5939280.823,27129.7549,SouthEast,17244.0,17506.3918,20798.29394,2003.09,2418.235868,2525.337053,11.62%,13.81%,12.14%,Minor Arterial,19837,60,1843,2,32285,Small Scale Residential,Residential,Division No. 11,524,2808.1,48.4,455.0,0,
101290,5/9/2023,2023,Estimation,53.5462396,-113.5075347,5939227.732,28989.3419,Downtown,18565.0,17396.49844,18991.71803,3044.0,3069.725856,3120.368672,16.40%,17.65%,16.43%,Minor Arterial,22672,50,11534,6,22906,Urban Institution,Others,Division No. 11,620,2170.1,50.6,435.0,0,
101294,5/9/2023,2023,Estimation,53.5462128,-113.5093244,5942790.359,40122.6978,Downtown,22979.0,21532.67641,23507.17418,3654.5,3859.04074,3907.254631,15.90%,17.92%,16.62%,Minor Arterial,22673,50,11534,6,22907,Urban Warehouse Zone,Others,Division No. 11,1541,3836.2,58.7,1380.0,0,
112259,5/9/2023,2023,Estimation,53.5454594,-113.5083891,5924709.638,28850.9372,Downtown,27518.0,25785.98675,28150.50346,4902.0,5660.652409,5576.835861,17.81%,21.95%,19.81%,Minor Arterial,7920,50,3357,4,28684,Urban Warehouse Zone,Others,Division No. 11,513,2207.4,74.7,455.0,0,
111525,5/9/2023,2023,Estimation,53.5474686,-113.4800335,5924652.651,28986.2951,Downtown,16319.0,15291.86415,16694.09354,2055.0,2167.277388,2183.074273,12.59%,14.17%,13.08%,Minor Arterial,7541,50,91,4,16995,Medium Scale Residential,Residential,Division No. 11,609,6324.0,17.9,420.0,0,
111527,5/9/2023,2023,Estimation,53.5482647,-113.4804742,5924650.71,28532.6441,Downtown,14912.0,13973.42228,15254.75353,1757.0,1822.360192,1817.774564,11.78%,13.04%,11.92%,Minor Arterial,6823,50,91,4,16996,Direct Development Control Provision,Direct Control Provisions,Division No. 11,609,6324.0,17.9,420.0,0,
407410,5/9/2023,2023,Estimation,53.5993316,-113.4233672,5924567.483,31514.993,NorthEast,25832.0,22730.03344,24784.73741,2553.0,2866.659766,2849.116487,9.88%,12.61%,11.50%,Minor Arterial,20983,60,9313,2,32174,General Commercial,Commercial,Division No. 11,809,2880.0,25.6,430.0,0,
112275,5/9/2023,2023,Estimation,53.559475,-113.508439,5924646.787,31340.6269,NorthWest,26999.0,24842.71413,25525.0638,4838.0,5016.878289,5077.064356,17.92%,20.19%,19.89%,Minor Arterial,6462,50,12062,3,28918,Neighbourhood Commercial,Commercial,Division No. 11,736,1590.0,56.2,730.0,0,
112277,5/9/2023,2023,Estimation,53.5618452,-113.5084251,5926065.908,34557.388,NorthWest,18672.0,17180.7533,17652.65348,3153.0,3315.41982,3350.123517,16.89%,19.30%,18.98%,Minor Arterial,21339,50,12062,2,31916,General Commercial,Commercial,Division No. 11,31,24.7,,,0,
102972,5/9/2023,2023,Estimation,53.560357,-113.507326,5926238.089,34556.729,NorthWest,11799.0,10856.66817,11154.86602,1715.0,1764.062457,1833.699261,14.54%,16.25%,16.44%,Minor Arterial,21335,60,5809,3,15222,General Commercial,Commercial,Division No. 11,736,1590.0,56.2,730.0,0,
102976,5/9/2023,2023,Estimation,53.561603,-113.510254,5925760.707,35424.4447,NorthWest,21856.0,20110.46187,20662.83175,3349.0,3395.308722,3496.390933,15.32%,16.88%,16.92%,Minor Arterial,10565,60,5809,3,15223,Alternative Jurisdiction,Others,Division No. 11,736,1590.0,56.2,730.0,0,
407404,5/9/2023,2023,Estimation,53.5987606,-113.4212808,5926165.795,35416.633,NorthEast,25804.0,22598.04579,24640.81861,2447.5,2910.182012,2884.208499,9.48%,12.88%,11.71%,Minor Arterial,19741,60,9313,4,33249,General Commercial,Commercial,Division No. 11,507,1442.8,40.7,430.0,0,
